,STATION_ID,NUM_DOCKS_AVAILABLE,NUM_DOCKS_DISABLED,NUM_BIKES_AVAILABLE,NUM_EBIKES_AVAILABLE,NUM_BIKES_DISABLED,IS_RENTING,HAS_KIOSK,IOS,ANDROID,ELECTRIC_BIKE_SURCHARGE_WAIVER,EIGHTD_HAS_KEY_DISPENSER,CAPACITY,LATITUDE,LONGITUDE,OBJECTID,starting_at_avg_ride_duration,count_rides_starting_at,count_of_member_rides_starting_at,ending_at_avg_ride_duration,count_rides_ending_at,count_of_member_rides_ending_at,station_name,weight
210,1cc6ee60-b82f-4264-a490-6c3e5e656ccd,7,0,5,0,0,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,38.857049,-77.116339,172453755,0 days 00:22:31.075823,699,623,0 days 00:21:43.096531,663,575,8th Rd & S Frederick St,1661.5
211,a10f8bfa-1324-411c-b358-3fbd94eff32b,6,0,8,2,1,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,38.898097,-77.023924,172453842,0 days 00:21:58.390419,11982,7305,0 days 00:17:23.822846,13175,8234,9th & G St NW,29041.75
212,30b5e0c1-7ca6-4050-8566-3fccf0b60890,4,0,13,1,2,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,38.953663,-77.025613,172453518,0 days 00:15:26.408251,3030,2135,0 days 00:13:49.676771,2738,1859,9th & Ingraham St NW,6766.5
213,08251532-1f3f-11e7-bf6b-3863bb334450,0,2,12,9,1,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,38.9418,-77.0251,172453493,0 days 00:15:22.846744,7693,5035,0 days 00:15:06.347879,7333,4854,9th & Upshur St NW,17498.25
214,5d8b76d9-ae82-464b-87f1-37553a9fec6c,26,0,1,0,0,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,27,38.89428,-77.023979,172453791,0 days 00:27:24.958678,10987,5435,0 days 00:23:23.312103,14476,7249,9th St & Pennsylvania Ave NW,28634.0
215,08247632-1f3f-11e7-bf6b-3863bb334450,13,0,3,2,3,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,38.922849,-77.042525,172453781,0 days 00:13:54.088194,26623,17636,0 days 00:12:26.132117,22692,14904,Adams Mill & Columbia Rd NW,57450.0
216,082564e2-1f3f-11e7-bf6b-3863bb334450,8,0,3,3,0,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,38.84323,-76.999376,172453802,0 days 00:43:06.827338,556,317,0 days 00:20:42.763107,515,248,Alabama & MLK Ave SE,1212.25
217,a6076d62-317a-40be-80a3-5654a042c20a,2,0,17,2,0,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,38.84627,-76.98185,172453671,0 days 00:59:35.355072,276,137,0 days 00:11:52.452586,232,125,Alabama Ave & Stanton Rd SE / Shops at Park Village,573.5
218,ad6ec1ce-db22-47c1-acf3-507897d40725,7,0,12,1,0,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,38.936298,-77.087128,172453514,0 days 00:20:46.236202,4276,2420,0 days 00:16:55.022434,2942,1602,American University East Campus,8223.5
219,0826518d-1f3f-11e7-bf6b-3863bb334450,12,1,2,0,0,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,39.044887,-77.047788,172453435,0 days 00:44:06.482490,257,86,0 days 00:42:17.475806,248,80,Amherst Ave & Elkins St,546.5
220,082651f8-1f3f-11e7-bf6b-3863bb334450,12,0,2,1,0,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,39.035965,-77.048395,172453860,0 days 00:37:21.208092,173,72,0 days 00:33:44.750000,140,45,Amherst Ave & Prichard Rd,342.25
221,082518eb-1f3f-11e7-bf6b-3863bb334450,12,0,3,1,0,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,38.896544,-76.96012,172451725,0 days 00:34:56.834663,1379,959,0 days 00:33:14.036835,1466,985,Anacostia Ave & Benning Rd NE / River Terrace ,3331.0
222,5a3453ad-43af-495d-ba1f-e8be6b66e2e8,9,0,10,2,0,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,38.890461,-76.96128,172453607,0 days 00:30:32.903341,838,423,0 days 00:25:23.331409,866,495,Anacostia Ave & East Capitol St NE,1933.5
223,0824980b-1f3f-11e7-bf6b-3863bb334450,1,0,10,5,0,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,38.865784,-76.9784,172453723,0 days 00:28:01.101316,760,594,0 days 00:39:54.587601,742,575,Anacostia Library,1794.25
224,08248172-1f3f-11e7-bf6b-3863bb334450,17,0,2,1,0,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,38.862601,-76.994578,172453920,0 days 00:22:42.626033,1452,1027,0 days 00:17:37.193230,1418,878,Anacostia Metro,3346.25
225,5fdaa766-383e-4a92-b1bd-0e71138c6844,11,5,3,0,0,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,38.87335,-76.9834,172453921,0 days 00:48:43.328428,1291,563,0 days 00:36:12.291597,1190,534,Anacostia Park,2755.25
226,d2a6b8ef-0d6d-4037-84e4-b905142031fa,13,0,5,0,0,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,38.878771,-76.97093,172451701,0 days 01:16:04.034250,1781,827,0 days 00:37:29.792642,1794,832,Anacostia Roller Skating Pavilion,3989.75
227,1b1fd2f7-bcbd-43a2-bed1-ddf8e3cc4614,5,0,13,4,1,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,38.927294,-77.103662,172453725,0 days 00:32:55.135069,1229,588,0 days 00:27:56.033205,1295,573,Arizona Ave & MacArthur Blvd NW,2814.25
228,79f2ceeb-df84-42dd-bf22-ceb9bc384af2,4,0,8,1,0,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,38.866361,-77.199788,172453763,0 days 00:33:25.869369,222,101,0 days 00:27:55.018018,222,90,Arlington Blvd & Allen St,491.75
229,abd8bd04-94ec-4818-baf5-7f79742e982c,7,0,8,0,1,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,16,38.886256,-77.084262,172453450,0 days 00:19:45.958487,2168,1364,0 days 00:17:59.889959,2181,1337,Arlington Blvd & Fairfax Dr,5024.25
230,0825bbc6-1f3f-11e7-bf6b-3863bb334450,1,0,9,2,1,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,38.873755,-77.089233,172453628,0 days 00:26:30.143508,1317,874,0 days 00:14:23.597072,1298,810,Arlington Blvd & Fillmore St,3036.0
231,199ecf43-3fcc-446e-8b91-e151e7ad617f,0,0,15,1,0,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,38.890863,-77.074893,172453881,0 days 00:20:34.040822,3356,1874,0 days 00:14:07.678421,3318,2003,Arlington Blvd & Ft Myer Dr,7643.25
232,0825f58d-1f3f-11e7-bf6b-3863bb334450,6,0,9,0,0,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,38.869442,-77.104503,172453816,0 days 00:23:00.419710,1999,1357,0 days 00:15:51.037463,2002,1436,Arlington Blvd & S George Mason Dr,4699.25
233,08257239-1f3f-11e7-bf6b-3863bb334450,0,0,15,3,0,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,38.856319,-77.11153,172453810,0 days 00:32:23.916634,2567,1900,0 days 00:24:31.898920,2592,1851,Arlington Mill Cmty Center / Columbia Pike & S Dinwiddie St,6096.75
234,af5c5675-452b-4e1f-9d9f-7f4a0c50388d,16,0,2,1,1,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,38.884533,-77.065803,172453414,0 days 00:42:14.852098,9175,1380,0 days 00:34:35.305921,9205,1548,Arlington National Cemetery,19112.0
235,0a5dbbe0-1325-49af-9fca-f0748ca06dc0,10,0,5,1,0,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,38.864838,-77.056873,172451765,0 days 00:42:09.958472,1204,617,0 days 00:29:30.244969,1441,674,Army Navy Dr & Fern St,2967.75
236,0826029e-1f3f-11e7-bf6b-3863bb334450,10,0,1,0,0,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,38.86215,-77.068121,172451700,0 days 00:24:54.810478,649,450,0 days 00:19:41.025540,509,363,Army Navy Dr & S Nash St,1361.25
