X,Y,NAME,STATION_TYPE,STATION_ID,STATION_STATUS,LAST_REPORTED,NUM_DOCKS_AVAILABLE,NUM_DOCKS_DISABLED,NUM_BIKES_AVAILABLE,NUM_EBIKES_AVAILABLE,NUM_BIKES_DISABLED,IS_INSTALLED,IS_RETURNING,IS_RENTING,HAS_KIOSK,IOS,ANDROID,ELECTRIC_BIKE_SURCHARGE_WAIVER,EIGHTD_HAS_KEY_DISPENSER,CAPACITY,RENTAL_METHODS,REGION_ID,REGION_NAME,GIS_ID,LATITUDE,LONGITUDE,GIS_LAST_MOD_DTTM,OBJECTID
-77.1468707604189,39.0843828244445,Rockville Metro West,classic,0825f1f7-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:04+00,13,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",43,DCA-CABI,,39.084379,-77.146866,2024/04/01 01:52:28+00,172453442
-77.0584680958946,38.9358526124148,Connecticut Ave & Ordway St NW / Cleveland Park Metro ,classic,1928837279316128558,,2024/04/01 01:50:01+00,14,0,1,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",,DCA-CABI,,38.935842,-77.058468,2024/04/01 01:52:28+00,172453443
-76.9522019017527,38.9755118571134,Northwestern High School,classic,3dd9e864-a5fc-4c27-b18e-325226089293,,2024/04/01 01:50:01+00,3,0,12,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",133,DCA-CABI,,38.975505,-76.952199,2024/04/01 01:52:28+00,172453444
-77.1648645035427,39.1233364472643,Columbus Ave & Gramercy Blvd,classic,de5bd592-0f48-4c6a-b7fc-8ff687c6e1a5,,2024/04/01 01:50:00+00,4,0,7,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",43,DCA-CABI,,39.12333,-77.16486,2024/04/01 01:52:28+00,172453445
-77.0576248044051,38.8200681245572,Mount Vernon Ave & E Nelson Ave,classic,0825f8da-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:08+00,3,0,7,3,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",40,DCA-CABI,,38.820064,-77.057619,2024/04/01 01:52:28+00,172453446
-77.1512969781403,39.0841339739182,E Montgomery Ave & Maryland Ave,classic,082582ff-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:12+00,9,0,5,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",43,DCA-CABI,,39.084125,-77.151291,2024/04/01 01:52:28+00,172453447
-77.1826749704153,39.1103205549823,King Farm Blvd & Piccard Dr,classic,0825b7cc-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:12+00,10,0,4,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",43,DCA-CABI,,39.110314,-77.182669,2024/04/01 01:52:28+00,172453448
-77.0860636504079,38.8932441172093,N Veitch St & Key Blvd,classic,082524a2-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:13+00,9,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",41,DCA-CABI,,38.893237,-77.086063,2024/04/01 01:52:28+00,172453449
-77.0842687033841,38.8862639310114,Arlington Blvd & Fairfax Dr,classic,abd8bd04-94ec-4818-baf5-7f79742e982c,,2024/04/01 01:50:06+00,7,0,8,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,16,"KEY,CREDITCARD",41,DCA-CABI,,38.886256,-77.084262,2024/04/01 01:52:28+00,172453450
-77.0318871674976,38.9210802440205,14th & Belmont St NW,classic,08258d95-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:06+00,12,0,1,1,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.921074,-77.031887,2024/04/01 01:52:28+00,172453451
-77.0918683657727,38.8894021268133,Wilson Blvd & N Edgewood St,classic,0824f3d6-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:07+00,3,0,11,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,DCA-CABI,,38.889396,-77.091862,2024/04/01 01:52:28+00,172453452
-76.9330962071975,38.9084807955049,Deanwood Rec Center,classic,0825baa3-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:11+00,13,0,2,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.908473,-76.933099,2024/04/01 01:52:28+00,172453453
-77.2201574117395,38.9152559921775,Towers Crescent Dr & Tysons One Pl,classic,0826444d-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:07+00,4,0,7,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",104,DCA-CABI,,38.915246,-77.220157,2024/04/01 01:52:28+00,172453454
-77.048858045388,38.8989318679669,22nd & H St NW,classic,d325a449-32d7-488d-b746-9455ad003834,,2024/04/01 01:50:16+00,12,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,17,"KEY,CREDITCARD",42,DCA-CABI,,38.898925,-77.048852,2024/04/01 01:52:28+00,172453455
-77.0974225751283,38.9811111883525,Bethesda Ave & Arlington Rd,classic,0825738d-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:15+00,8,0,11,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",44,DCA-CABI,,38.981103,-77.097426,2024/04/01 01:52:28+00,172453456
-77.042451328345,38.9037448356177,18th & L St NW,classic,0824a5b0-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:18+00,18,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.903741,-77.042452,2024/04/01 01:52:28+00,172453457
-77.020942188781,38.8767525685615,Maine Ave & Water St SW,classic,a41e5bd2-b599-4c47-a36f-31ffa2e2dd0b,,2024/04/01 01:50:18+00,6,0,11,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.876747,-77.020945,2024/04/01 01:52:28+00,172453458
-77.0489170260233,38.9008866577795,22nd & I St NW / Foggy Bottom,classic,08254037-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:18+00,11,0,3,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.90088,-77.048911,2024/04/01 01:52:28+00,172453459
-77.0041740982018,38.8762228765103,M St & New Jersey Ave SE,classic,082486f0-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:18+00,17,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,17,"KEY,CREDITCARD",42,DCA-CABI,,38.876219,-77.004169,2024/04/01 01:52:28+00,172453460
-77.050268958512,38.9053091869657,23rd & M St NW,classic,5b745524-d0d3-4197-8c69-0ad4e5761883,,2024/04/01 01:50:27+00,12,0,6,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.905303,-77.050264,2024/04/01 01:52:28+00,172453461
-77.0193458435766,38.897228894416,5th & F St NW,classic,0824a28b-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:27+00,15,0,16,4,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,31,"KEY,CREDITCARD",42,DCA-CABI,,38.897222,-77.019347,2024/04/01 01:52:28+00,172453462
-76.9748266526823,38.8944802327631,Oklahoma Ave & D St NE,classic,08261245-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:25+00,9,1,9,4,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.894474,-76.974828,2024/04/01 01:52:28+00,172453463
-77.041783439,38.9050783128099,18th & M St NW,classic,08249ef2-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:25+00,22,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,27,"KEY,CREDITCARD",42,DCA-CABI,,38.905067,-77.041779,2024/04/01 01:52:28+00,172453464
-77.1105858083632,38.8288942972716,Kenmore Ave & Seminary Rd,classic,347b72fa-4ae2-4017-a9bf-344a122cddeb,,2024/04/01 01:50:27+00,6,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",40,DCA-CABI,,38.828887,-77.110588,2024/04/01 01:52:28+00,172453465
-77.0403653202794,38.8031303961585,Prince St & Union St,classic,08253976-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:26+00,5,0,12,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",40,DCA-CABI,,38.803124,-77.040363,2024/04/01 01:52:28+00,172453466
-76.9935320236249,38.9324619194733,10th & Monroe St NE,classic,0824bb59-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:22+00,11,0,8,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.932457,-76.993534,2024/04/01 01:52:28+00,172453467
-77.0235073362982,38.9321354348697,Georgia Ave & Morton St NW,classic,461df1a0-fac6-4a11-ac4c-ff795e6299c9,,2024/04/01 01:50:30+00,11,0,8,5,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.932128,-77.0235,2024/04/01 01:52:28+00,172453468
-77.0848040804787,38.8906236007128,Court House Metro / 15th St & N Uhle St,classic,0825fa8b-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:35+00,19,0,1,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,21,"KEY,CREDITCARD",41,DCA-CABI,,38.890612,-77.084801,2024/04/01 01:52:28+00,172453469
-77.3623010066863,38.9433591976606,South Lakes Dr and Reston Pkwy,classic,d3cf2811-ca2e-4d2c-9843-8a90049b7b80,,2024/04/01 01:50:31+00,7,0,5,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",104,DCA-CABI,,38.94335,-77.362304,2024/04/01 01:52:28+00,172453470
-77.0213994175869,38.902678594418,7th & K St NW,classic,a0d0ec92-ebda-436a-b476-7ee9a7bdb67d,,2024/04/01 01:50:34+00,4,0,15,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.902674,-77.021392,2024/04/01 01:52:28+00,172453471
-76.9550521548354,38.9392817490191,Rhode Island Ave & 39th St / Brentwood Arts Exchange,classic,199df30f-328b-48af-8627-952bd9d6fe7c,,2024/04/01 01:50:34+00,5,0,10,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",133,DCA-CABI,,38.939271,-76.955047,2024/04/01 01:52:28+00,172453472
-77.0916910739254,38.8949514265826,Langston Blvd & N Cleveland St,classic,0825f4f2-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:34+00,5,0,8,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,DCA-CABI,,38.894941,-77.09169,2024/04/01 01:52:28+00,172453473
-77.1323417483324,38.8044946676756,S Pickett St & Shillings St,classic,2260574d-dbc6-4416-9f8c-3e1fcc0d9f5b,,2024/04/01 01:50:30+00,11,0,4,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",40,DCA-CABI,,38.804486,-77.132334,2024/04/01 01:52:28+00,172453474
-76.9474473939697,38.89707454299,Minnesota Ave Metro/DOES,classic,0824806c-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:32+00,12,0,3,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.897063,-76.947446,2024/04/01 01:52:28+00,172453475
-77.0386907181957,38.9421576316462,17th & Upshur St NW,classic,72e7c396-11ad-4e88-bf4b-e60584f748fc,,2024/04/01 01:50:33+00,11,0,8,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.942146,-77.038684,2024/04/01 01:52:28+00,172453476
-77.0374122268109,38.879829324696,Jefferson Memorial,classic,082527e7-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:33+00,6,0,11,0,6,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,DCA-CABI,,38.879819,-77.037413,2024/04/01 01:52:28+00,172453477
-77.2192631367085,38.9319231164161,Jones Branch & Westbranch Dr,classic,082636d5-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:28+00,7,0,6,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,13,"KEY,CREDITCARD",104,DCA-CABI,,38.931911,-77.219261,2024/04/01 01:52:28+00,172453478
-77.0725657262074,38.8028986063383,Mandeville Ln & Stovall St,classic,141766fa-fa3b-4c61-8e46-a8673c910a0c,,2024/04/01 01:50:29+00,0,0,8,1,4,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",40,DCA-CABI,,38.802893,-77.072558,2024/04/01 01:52:28+00,172453479
-76.9879120997594,38.8829245700143,13th & E St SE,classic,082494e7-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:29+00,12,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.882915,-76.987907,2024/04/01 01:52:28+00,172453480
-77.2208308980579,38.9279474880493,Westbranch Dr & Maitland St,classic,1900610962867255780,,2024/04/01 01:50:33+00,4,0,8,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",,DCA-CABI,,38.927943,-77.220829,2024/04/01 01:52:28+00,172453481
-76.9162449046559,39.0024712218644,Greenbelt Station Parkway,classic,cec05512-b9d1-4671-bc76-8b168079db93,,2024/04/01 01:50:38+00,6,0,4,4,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",133,DCA-CABI,,39.002459,-76.916243,2024/04/01 01:52:28+00,172453482
-77.2023537563786,39.1061625649145,Key West Ave & Diamondback Dr,classic,fe1f5f98-892e-4c51-b842-3d32c9f0b4ab,,2024/04/01 01:50:38+00,3,0,8,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",43,DCA-CABI,,39.106152,-77.202354,2024/04/01 01:52:28+00,172453483
-77.0860662105042,38.8284825490191,Radford & Osage St,classic,08261ee4-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:38+00,22,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",40,DCA-CABI,,38.828471,-77.086061,2024/04/01 01:52:28+00,172453484
-77.1009881628478,38.8503431275477,Barcroft Community Center,classic,08251c45-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:36+00,6,0,5,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",41,DCA-CABI,,38.850337,-77.100989,2024/04/01 01:52:28+00,172453485
-77.038800488688,38.9319061504705,Lamont & Mt Pleasant NW,classic,082477f4-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:36+00,19,2,1,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,DCA-CABI,,38.9319,-77.0388,2024/04/01 01:52:28+00,172453486
-77.1181132561667,38.8540295265966,Columbia Pike & S Greenbrier St,classic,f0d7675e-2ce0-41e7-94f5-28ca712fa456,,2024/04/01 01:50:36+00,7,0,8,5,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,DCA-CABI,,38.854019,-77.118106,2024/04/01 01:52:28+00,172453487
-76.9595073215722,38.9546064655366,Queens Chapel & Hamilton St,classic,27d919c7-7fda-41d1-9c05-2f537d5c4ce2,,2024/04/01 01:50:37+00,7,0,8,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",133,DCA-CABI,,38.9546,-76.9595,2024/04/01 01:52:28+00,172453488
-77.0515207671615,38.8506997438004,Clark St & 26th St S,classic,0824739d-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:41+00,8,0,4,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",41,DCA-CABI,,38.850688,-77.05152,2024/04/01 01:52:28+00,172453489
-76.9835837062674,38.860448071532,16th & Bangor St SE,classic,7c790f6e-7889-4c3c-97d6-ffd37e68bb2d,,2024/04/01 01:50:41+00,12,0,3,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.86044,-76.983585,2024/04/01 01:52:28+00,172453490
-77.0223286311396,38.924793890501,Georgia Ave & Fairmont St NW,classic,0824844b-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:44+00,4,0,10,10,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.924785,-77.022327,2024/04/01 01:52:28+00,172453491
-77.053092515253,39.0432780221514,Grandview & Blueridge Ave,classic,08265262-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:47+00,13,0,2,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",44,DCA-CABI,,39.043272,-77.053085,2024/04/01 01:52:28+00,172453492
-77.0251023505726,38.9418100163815,9th & Upshur St NW,classic,08251532-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:47+00,0,2,12,9,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.9418,-77.0251,2024/04/01 01:52:28+00,172453493
-76.9952246446623,38.974215332962,New Hampshire Ave & East-West Hwy,classic,ae00650a-be2d-4912-8f0d-8338b3754eed,,2024/04/01 01:50:47+00,6,0,9,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",133,DCA-CABI,,38.974205,-76.995227,2024/04/01 01:52:28+00,172453494
-77.118013647706,38.8983059392169,Langston Blvd & N Woodstock St,classic,082614e4-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:47+00,16,0,3,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",41,DCA-CABI,,38.898301,-77.118009,2024/04/01 01:52:28+00,172453495
-77.0261435890587,38.887336377197,Independence Ave & L'Enfant Plaza SW/DOE,classic,08256e7b-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:43+00,21,0,1,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,DCA-CABI,,38.887332,-77.026141,2024/04/01 01:52:28+00,172453496
-76.9968095562695,38.8869609079637,Eastern Market / 7th & North Carolina Ave SE,classic,08249a1c-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:42+00,5,0,10,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.886952,-76.996806,2024/04/01 01:52:28+00,172453497
-77.0320104120691,38.9130537857071,14th & R St NW,classic,0824799f-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:42+00,10,0,8,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.913046,-77.032008,2024/04/01 01:52:28+00,172453498
-77.1528562295112,38.8738167599707,Eden Center,classic,a016ea6f-0d7f-45fb-b8ac-0cfe22cd972a,,2024/04/01 01:50:42+00,10,0,2,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",152,DCA-CABI,,38.873808,-77.152849,2024/04/01 01:52:28+00,172453499
-77.1736046405826,38.8854446394839,Falls Church City Hall / Park Ave & Little Falls St,classic,3735d025-7e82-467c-8844-29d08d66b0e4,,2024/04/01 01:50:42+00,8,0,4,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",152,DCA-CABI,,38.885434,-77.173605,2024/04/01 01:52:28+00,172453500
-77.0222474193209,38.8862741953204,L'Enfant Plaza / 7th & C St SW,classic,08249d44-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:45+00,8,0,6,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.886266,-77.022241,2024/04/01 01:52:28+00,172453501
-77.0057417765094,38.8807720490838,New Jersey Ave & H St SE,classic,2574f980-163e-4b9b-8107-6145615815b3,,2024/04/01 01:50:45+00,11,0,8,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.880761,-77.005741,2024/04/01 01:52:28+00,172453502
-77.1002405348773,38.9906485089211,Norfolk & Rugby Ave,classic,0825b27e-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:47+00,10,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",44,DCA-CABI,,38.990639,-77.100239,2024/04/01 01:52:28+00,172453503
-77.02806234761,38.9011097296208,12th St & New York Ave NW,classic,b554d2fc-8912-4730-b2cb-9a3e1a96b223,,2024/04/01 01:50:47+00,18,0,9,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,27,"KEY,CREDITCARD",42,DCA-CABI,,38.901104,-77.028061,2024/04/01 01:52:28+00,172453504
-77.0716579070536,38.9078473895383,37th & O St NW / Georgetown University,classic,0824cdb0-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:50+00,19,0,3,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,DCA-CABI,,38.907837,-77.07166,2024/04/01 01:52:28+00,172453505
-77.2025035281608,39.0937943155045,Traville Gateway Dr & Gudelsky Dr,classic,08257f71-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:51+00,13,0,6,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",43,DCA-CABI,,39.093783,-77.202501,2024/04/01 01:52:28+00,172453506
-77.0955125261058,38.9165684184648,48th Pl & MacArthur Blvd NW,classic,e07eed7c-2d2a-4f13-aff7-2be6500958f7,,2024/04/01 01:50:51+00,0,1,18,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.916561,-77.095513,2024/04/01 01:52:28+00,172453507
-77.046577360941,38.8841320394555,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,classic,0824e68d-1f3f-11e7-bf6b-3863bb334450,,2024/04/01 01:50:51+00,4,0,24,0,3,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,31,"KEY,CREDITCARD",42,DCA-CABI,,38.88412,-77.04657,2024/04/01 01:52:28+00,172453508
